category,quantity,storage,prep_hour,temp,humidity,safe_hours
Packaged,8,Room,11,27,63,23.09
Bakery,8,Fridge,0,13,30,38.72
Cooked,6,Room,5,19,75,5.87
Cooked,4,Room,13,15,36,8.55
Packaged,3,Freezer,2,27,88,59.62
Cooked,10,Freezer,15,5,73,11.04
Cooked,2,Fridge,3,37,57,4.94
Bakery,9,Fridge,17,10,76,22.33
Bakery,8,Freezer,22,35,40,26.61
Cooked,9,Fridge,16,7,75,5.89
Bakery,8,Room,17,18,34,22.32
Bakery,3,Freezer,16,35,87,14.7
Packaged,6,Fridge,9,8,72,46.35
Packaged,3,Room,23,35,40,20.07
Cooked,4,Freezer,19,23,64,7.46
Cooked,3,Room,1,21,35,5.86
Bakery,4,Fridge,23,13,89,21.07
Packaged,2,Freezer,2,31,53,57.75
Packaged,1,Room,21,13,77,35.71
Cooked,1,Room,20,18,33,6.94
Packaged,3,Freezer,7,13,38,118.16
Bakery,3,Fridge,22,11,45,27.98
Cooked,3,Room,16,10,56,5.87
Cooked,5,Fridge,12,17,30,12.88
Cooked,10,Fridge,7,33,59,5.21
Bakery,2,Freezer,19,39,44,22.49
Cooked,1,Freezer,20,15,68,8.69
Packaged,2,Freezer,15,24,54,91.71
Cooked,10,Room,23,38,43,2.66
Cooked,4,Fridge,23,39,82,3.27
Packaged,7,Fridge,5,14,66,38.56
Cooked,7,Room,15,5,62,4.08
Bakery,6,Freezer,13,30,59,30.32
Cooked,4,Fridge,22,30,89,2.96
Packaged,7,Freezer,11,28,33,81.63
Bakery,5,Fridge,20,7,58,40.69
Bakery,5,Room,19,17,75,13.44
Bakery,1,Fridge,9,29,40,26.05
Cooked,7,Room,4,32,86,2.99
Cooked,3,Fridge,8,18,80,6.04
Cooked,6,Freezer,20,40,74,5.92
Packaged,2,Room,21,37,84,16.64
Cooked,8,Freezer,19,11,77,11.56
Bakery,4,Room,23,24,88,12.57
Cooked,10,Freezer,18,29,46,9.13
Packaged,4,Fridge,4,23,90,33.83
Cooked,1,Fridge,11,39,45,5.07
Bakery,1,Room,22,20,34,17.29
Bakery,9,Freezer,15,30,31,27.16
Packaged,6,Fridge,14,29,88,35.8
Packaged,8,Fridge,10,34,55,35.85
Packaged,6,Fridge,6,28,45,49.89
Packaged,5,Fridge,12,29,89,36.91
Packaged,2,Fridge,13,18,87,37.2
Cooked,6,Room,9,28,31,6.71
Cooked,6,Freezer,19,24,62,6.97
Bakery,7,Room,19,14,50,20.89
Bakery,7,Freezer,12,24,84,22.49
Cooked,1,Room,14,22,38,5.86
Packaged,2,Freezer,8,16,54,78.13
Bakery,5,Room,20,39,67,8.06
Cooked,2,Fridge,9,25,86,4.95
Packaged,8,Room,18,31,44,24.56
Bakery,2,Room,21,6,31,28.71
Packaged,2,Freezer,15,38,82,34.32
Cooked,2,Room,2,28,76,4.81
Cooked,5,Freezer,10,15,43,12.76
Packaged,3,Fridge,13,37,81,24.06
Bakery,8,Freezer,1,12,61,27.7
Cooked,1,Freezer,22,38,56,10.9
Packaged,4,Room,14,34,58,21.04
Bakery,6,Fridge,13,17,42,27.85
Cooked,1,Fridge,20,7,89,9.14
Packaged,3,Fridge,14,39,34,36.54
Bakery,9,Fridge,21,7,32,29.85
Cooked,3,Fridge,23,13,34,10.35
Bakery,4,Fridge,3,32,31,22.31
Cooked,2,Freezer,6,30,63,8.63
Packaged,8,Room,5,7,42,37.81
Bakery,6,Freezer,11,14,63,37.21
Cooked,1,Freezer,19,16,66,13.77
Bakery,6,Room,4,28,69,12.24
Packaged,4,Freezer,7,14,40,76.72
Packaged,4,Fridge,22,17,87,39.88
Packaged,1,Room,9,28,84,23.76
Packaged,6,Room,7,13,44,38.04
Cooked,6,Freezer,1,35,55,6.12
Cooked,8,Freezer,1,37,41,7.53
Bakery,9,Room,5,17,54,14.23
Cooked,2,Fridge,4,30,36,6.62
Packaged,9,Room,21,40,70,21.52
Packaged,8,Room,21,32,89,16.26
Bakery,5,Freezer,12,35,42,23.64
Bakery,3,Room,6,18,74,19.21
Cooked,9,Room,0,11,78,5.12
Bakery,6,Room,17,14,75,17.18
Packaged,3,Freezer,5,27,55,64.83
Cooked,6,Freezer,6,28,71,6.72
Bakery,8,Room,7,9,84,14.81
Packaged,5,Room,12,36,47,20.44
Cooked,8,Room,21,25,44,6.54
Bakery,9,Room,10,14,30,25.2
Cooked,7,Room,5,30,72,2.12
Bakery,7,Freezer,7,35,72,18.66
Cooked,5,Fridge,15,7,53,9.88
Packaged,3,Room,20,9,53,40.35
Packaged,2,Fridge,2,26,51,53.0
Cooked,2,Freezer,18,29,67,13.55
Packaged,8,Fridge,17,36,52,38.88
Cooked,1,Fridge,4,6,46,9.32
Cooked,1,Freezer,2,36,36,8.27
Packaged,3,Room,9,9,90,27.68
Cooked,7,Freezer,19,30,59,8.45
Packaged,7,Fridge,1,38,60,24.99
Cooked,8,Fridge,15,19,35,13.1
Cooked,8,Room,20,29,73,4.97
Bakery,10,Fridge,16,39,69,12.71
Packaged,6,Fridge,7,18,90,40.27
Packaged,5,Freezer,6,12,68,58.74
Bakery,5,Fridge,6,6,62,29.04
Packaged,6,Freezer,5,19,37,88.88
Cooked,10,Room,2,27,83,2.26
Bakery,7,Fridge,8,23,66,20.54
Bakery,1,Fridge,22,8,30,36.2
Packaged,7,Fridge,9,24,64,42.94
Bakery,7,Fridge,9,33,67,13.23
Bakery,7,Room,6,29,86,9.76
Packaged,5,Room,10,7,31,54.1
Bakery,4,Fridge,15,17,32,36.41
Bakery,10,Fridge,13,16,59,25.7
Cooked,10,Freezer,20,27,38,14.09
Bakery,6,Room,6,8,74,16.68
Bakery,1,Freezer,5,28,52,32.25
Packaged,8,Room,13,18,57,34.91
Cooked,10,Fridge,9,38,69,5.28
Packaged,10,Fridge,12,27,89,28.36
Packaged,4,Fridge,9,26,78,38.27
Bakery,4,Freezer,9,21,80,19.6
Bakery,2,Freezer,12,20,78,32.2
Packaged,5,Fridge,18,33,48,32.44
Bakery,5,Fridge,0,38,78,15.08
Packaged,9,Freezer,5,14,44,67.22
Bakery,7,Freezer,4,35,76,23.69
Packaged,9,Freezer,20,38,67,45.69
Bakery,4,Room,5,11,30,28.51
Packaged,3,Fridge,1,16,37,84.82
Cooked,6,Fridge,9,38,52,4.56
Packaged,7,Freezer,11,26,60,66.17
Cooked,1,Room,7,5,32,8.31
Packaged,5,Fridge,12,9,39,91.83
Cooked,1,Freezer,0,14,87,11.26
Bakery,3,Room,3,18,76,18.37
Bakery,6,Fridge,16,30,42,15.91
Bakery,8,Freezer,0,40,90,15.36
Cooked,10,Freezer,6,9,46,17.23
Packaged,4,Fridge,8,25,55,50.5
Cooked,4,Room,17,40,53,2.76
Cooked,3,Fridge,6,31,40,7.75
Packaged,1,Room,7,17,49,41.76
Cooked,7,Fridge,6,11,31,9.64
Packaged,10,Fridge,13,37,77,28.84
Packaged,9,Fridge,0,7,65,58.68
Packaged,3,Fridge,18,22,54,59.16
Cooked,2,Room,20,36,58,5.13
Cooked,5,Fridge,6,7,49,9.05
Bakery,3,Room,7,39,80,8.83
Bakery,3,Room,5,40,69,11.53
Bakery,6,Fridge,5,33,78,12.76
Cooked,4,Room,4,38,39,5.13
Cooked,3,Room,0,13,51,6.16
Cooked,4,Room,0,19,31,6.33
Bakery,8,Fridge,14,9,76,27.85
Packaged,8,Fridge,11,5,58,76.34
Cooked,10,Fridge,19,27,78,7.4
Cooked,1,Freezer,5,22,71,9.5
Cooked,3,Room,7,40,79,2.69
Bakery,4,Room,0,18,47,21.33
Cooked,3,Room,17,23,59,4.08
Packaged,1,Freezer,2,34,75,39.37
Cooked,3,Freezer,9,8,86,10.13
Bakery,7,Freezer,8,39,59,27.34
Cooked,8,Fridge,10,21,56,5.84
Packaged,5,Room,1,29,53,36.63
Cooked,8,Freezer,4,35,70,4.98
Packaged,3,Room,4,25,68,23.38
Packaged,6,Freezer,12,30,78,42.61
Packaged,9,Fridge,23,14,90,32.7
Cooked,4,Freezer,14,9,80,8.61
Cooked,2,Room,1,12,63,5.2
Packaged,4,Room,22,27,74,28.8
Packaged,1,Freezer,21,9,59,125.28
Bakery,1,Fridge,20,19,68,20.67
Cooked,10,Freezer,19,21,74,8.11
Packaged,2,Fridge,15,11,41,54.6
Bakery,5,Fridge,7,19,65,22.51
Cooked,6,Room,9,14,39,5.59
Cooked,6,Fridge,21,21,67,8.21
Bakery,4,Room,23,5,74,18.6
Cooked,5,Room,9,24,58,6.95
Cooked,9,Fridge,16,36,62,4.65
Bakery,5,Room,14,6,81,12.44
Bakery,7,Freezer,16,27,34,44.65
Bakery,8,Room,15,21,69,13.81
Cooked,7,Fridge,20,18,40,12.03
Packaged,6,Freezer,13,19,47,75.46
Bakery,6,Fridge,5,15,88,17.21
Cooked,7,Room,2,30,52,3.87
Cooked,3,Freezer,0,28,66,11.6
Cooked,10,Room,9,12,34,6.21
Bakery,1,Room,4,25,50,19.76
Packaged,7,Freezer,7,32,45,50.93
Packaged,7,Room,5,23,72,29.68
Cooked,7,Room,12,9,51,8.04
Packaged,1,Freezer,20,40,51,47.72
Cooked,2,Freezer,7,39,78,8.85
Cooked,10,Fridge,17,19,75,8.71
Cooked,2,Freezer,5,14,36,22.97
Cooked,6,Room,23,23,62,4.84
Cooked,6,Freezer,17,14,85,8.59
Bakery,8,Freezer,12,24,87,17.7
Packaged,9,Room,10,21,65,26.34
Bakery,5,Fridge,4,5,32,45.76
Cooked,9,Freezer,15,33,70,6.5
Cooked,9,Fridge,10,29,70,5.82
Bakery,5,Freezer,23,12,68,32.73
Cooked,5,Room,21,16,37,8.22
Packaged,3,Fridge,5,9,42,63.33
Bakery,2,Freezer,1,23,40,40.32
Packaged,2,Room,9,36,90,16.62
Packaged,2,Freezer,2,35,85,38.09
Cooked,10,Fridge,19,22,66,6.9
Cooked,3,Freezer,16,17,37,20.13
Cooked,4,Room,13,32,56,2.69
Packaged,3,Freezer,22,5,33,102.38
Cooked,3,Freezer,17,26,42,12.98
Cooked,1,Room,10,7,50,9.63
Bakery,9,Room,7,40,75,6.79
Bakery,3,Freezer,13,15,72,39.1
Packaged,1,Room,14,30,64,22.32
Cooked,7,Fridge,7,19,41,11.39
Cooked,10,Freezer,12,18,43,15.61
Bakery,2,Freezer,16,26,70,25.46
Packaged,7,Freezer,5,30,59,43.51
Bakery,5,Freezer,3,5,34,51.16
Packaged,3,Freezer,6,19,75,75.64
Cooked,9,Freezer,16,19,52,16.61
Bakery,10,Freezer,23,9,63,35.98
Packaged,1,Freezer,12,35,61,43.43
Packaged,7,Room,20,28,82,22.53
Cooked,9,Freezer,16,11,84,9.41
Bakery,2,Room,19,13,59,21.03
Bakery,8,Room,16,12,52,22.02
Bakery,9,Freezer,20,20,64,29.75
Bakery,8,Freezer,5,6,75,43.02
Cooked,7,Freezer,12,28,74,12.31
Bakery,7,Freezer,5,27,66,32.5
Cooked,8,Fridge,6,24,69,6.37
Packaged,6,Room,10,19,68,28.54
Bakery,1,Freezer,14,24,86,21.26
Packaged,8,Room,8,35,39,30.66
Bakery,10,Fridge,9,9,78,24.1
Packaged,8,Fridge,0,40,30,42.47
Packaged,5,Fridge,21,36,46,37.28
Packaged,10,Freezer,9,30,47,40.75
Packaged,10,Room,16,24,37,36.89
Cooked,8,Fridge,16,26,43,7.38
Packaged,9,Freezer,3,29,48,79.25
Packaged,5,Room,9,25,30,46.49
Cooked,9,Freezer,12,5,50,20.19
Cooked,3,Room,12,13,59,4.56
Bakery,9,Fridge,19,8,31,43.55
Cooked,9,Fridge,8,27,63,4.59
Cooked,9,Room,17,40,42,4.54
Cooked,8,Fridge,9,39,65,3.66
Packaged,8,Freezer,8,11,65,62.72
Cooked,3,Room,14,28,88,2.51
Cooked,1,Room,21,27,76,4.38
Packaged,2,Fridge,18,27,71,38.47
Bakery,5,Fridge,3,40,46,19.56
Cooked,9,Fridge,21,23,57,7.52
Cooked,8,Freezer,23,6,71,9.35
Bakery,7,Room,20,7,31,21.61
Cooked,6,Fridge,22,12,33,9.27
Bakery,5,Fridge,4,7,55,33.48
Packaged,7,Fridge,17,30,82,26.72
Cooked,1,Fridge,12,14,80,7.86
Cooked,6,Fridge,19,32,85,3.67
Bakery,3,Fridge,5,16,37,37.31
Bakery,4,Room,20,23,58,19.12
Bakery,5,Fridge,15,29,49,25.43
Packaged,6,Fridge,19,19,68,45.91
Cooked,4,Room,17,19,50,4.35
Cooked,5,Room,10,27,43,4.08
Packaged,1,Freezer,0,20,55,69.16
Cooked,2,Room,22,35,45,5.22
Packaged,8,Room,15,15,57,42.09
Packaged,9,Freezer,23,20,69,53.58
Bakery,6,Freezer,17,25,40,30.93
Packaged,3,Fridge,21,27,38,69.95
Bakery,7,Room,3,37,50,11.22
Packaged,8,Room,2,8,51,51.97
Packaged,1,Freezer,11,24,68,54.42
Bakery,5,Fridge,8,35,44,19.54
Packaged,6,Room,4,24,58,39.23
Packaged,5,Freezer,3,34,37,60.42
Bakery,10,Freezer,14,17,46,35.09
Packaged,1,Room,10,19,61,34.13
Cooked,4,Room,3,38,43,3.74
Cooked,4,Freezer,7,38,88,6.03
Cooked,1,Fridge,16,35,62,5.08
Cooked,2,Freezer,11,16,60,12.12
Cooked,5,Room,17,32,41,3.41
Cooked,3,Fridge,3,33,74,4.19
Bakery,4,Freezer,10,19,60,39.0
Packaged,2,Room,16,11,52,40.57
Bakery,5,Room,8,29,61,10.88
Bakery,7,Fridge,5,30,67,16.13
Bakery,4,Room,12,13,67,16.29
Bakery,7,Fridge,8,26,33,30.41
Packaged,1,Freezer,22,7,37,107.86
Packaged,6,Freezer,15,19,66,55.72
Cooked,6,Freezer,5,11,75,7.99
Packaged,9,Fridge,9,23,40,51.59
Bakery,9,Fridge,16,24,69,20.77
Packaged,8,Freezer,18,28,58,63.04
Bakery,6,Fridge,20,27,78,19.83
Packaged,2,Freezer,18,8,41,92.63
Bakery,10,Freezer,14,39,68,20.19
Packaged,2,Freezer,4,24,63,65.06
Packaged,8,Freezer,2,34,30,71.38
Packaged,5,Freezer,8,26,81,41.64
Bakery,7,Room,15,15,63,18.08
Packaged,2,Room,5,18,70,27.17
Packaged,6,Freezer,13,39,37,70.01
Packaged,10,Room,15,39,35,24.37
Bakery,1,Freezer,0,15,83,24.04
Bakery,1,Freezer,11,25,39,48.06
Bakery,10,Fridge,6,19,82,19.36
Cooked,6,Freezer,23,37,64,7.85
Packaged,1,Fridge,21,25,42,47.13
Bakery,2,Room,3,20,80,11.78
Cooked,9,Room,4,35,49,2.75
Bakery,2,Fridge,7,32,32,22.72
Packaged,6,Freezer,17,11,84,56.17
Cooked,5,Room,10,8,86,3.69
Cooked,8,Freezer,6,30,34,12.4
Packaged,8,Freezer,6,29,78,55.8
Bakery,4,Room,22,27,62,14.86
Bakery,4,Freezer,6,27,45,42.16
Cooked,1,Freezer,20,26,64,9.17
Bakery,6,Room,20,23,58,17.59
Cooked,6,Freezer,12,29,45,12.69
Packaged,6,Room,11,12,36,44.83
Cooked,10,Fridge,1,13,83,5.75
Cooked,8,Fridge,5,34,31,8.23
Packaged,7,Freezer,20,29,56,59.21
Cooked,3,Fridge,16,10,54,11.91
Bakery,7,Room,2,7,87,11.65
Packaged,6,Fridge,20,18,51,59.7
Packaged,7,Fridge,8,7,53,80.56
Cooked,9,Room,17,5,38,8.35
Cooked,5,Room,4,36,56,3.13
Cooked,2,Freezer,8,21,73,8.68
Cooked,10,Freezer,7,25,80,5.89
Cooked,7,Freezer,18,7,56,15.9
Bakery,10,Freezer,20,5,66,31.08
Packaged,5,Freezer,19,37,59,59.09
Bakery,2,Fridge,22,20,83,19.53
Bakery,8,Freezer,4,36,37,28.67
Cooked,7,Room,17,40,37,5.38
Bakery,1,Fridge,6,24,90,15.05
Packaged,2,Freezer,16,36,43,57.1
Bakery,6,Freezer,16,19,76,29.23
Bakery,8,Fridge,14,5,83,18.54
Cooked,1,Freezer,19,5,69,17.91
Bakery,9,Room,20,31,31,11.26
Cooked,3,Fridge,11,21,80,4.35
Cooked,2,Fridge,20,15,85,8.13
Cooked,1,Freezer,23,27,58,12.67
Cooked,5,Fridge,2,6,33,15.35
Bakery,10,Freezer,22,22,36,41.56
Cooked,6,Fridge,7,40,71,3.29
Packaged,10,Fridge,9,11,70,51.44
Cooked,9,Fridge,14,6,67,9.7
Packaged,3,Fridge,23,29,46,61.57
Packaged,4,Fridge,5,16,53,50.55
Bakery,3,Fridge,5,23,30,27.71
Packaged,4,Freezer,5,31,36,54.92
Packaged,1,Room,6,24,54,37.32
Cooked,7,Freezer,6,8,60,8.61
Packaged,8,Fridge,22,15,33,80.18
Cooked,1,Room,19,26,79,5.65
Bakery,3,Fridge,2,28,42,24.75
Packaged,1,Freezer,0,26,59,80.48
Bakery,1,Room,3,36,45,10.41
Packaged,1,Room,14,18,69,33.46
Cooked,8,Room,5,15,35,5.39
Packaged,10,Fridge,1,37,60,30.89
Packaged,8,Fridge,4,16,37,55.33
Bakery,5,Fridge,23,31,80,9.4
Bakery,10,Room,5,40,81,8.49
Cooked,1,Fridge,14,21,49,7.36
Cooked,4,Room,9,23,84,4.37
Cooked,6,Room,4,10,71,4.68
Cooked,3,Fridge,6,22,78,4.96
Packaged,1,Freezer,18,22,49,89.13
Bakery,3,Fridge,12,6,43,37.51
Bakery,6,Freezer,10,11,44,49.23
Bakery,2,Fridge,20,34,68,16.74
Packaged,1,Freezer,21,13,47,110.2
Packaged,10,Fridge,17,27,37,54.67
Cooked,2,Room,18,12,50,8.72
Packaged,2,Freezer,5,32,64,51.64
Packaged,10,Fridge,17,31,46,33.19
Bakery,7,Freezer,4,18,59,38.57
Cooked,9,Room,16,22,49,5.04
Cooked,4,Freezer,14,40,35,13.74
Cooked,1,Freezer,15,23,69,12.8
Cooked,7,Room,9,7,33,8.14
Packaged,9,Freezer,6,30,68,47.35
Packaged,4,Room,10,19,47,41.19
Packaged,5,Fridge,14,7,62,48.5
Cooked,9,Freezer,13,25,47,10.9
Cooked,1,Freezer,5,9,40,14.03
Packaged,3,Fridge,0,27,87,32.53
Cooked,1,Room,1,6,31,9.88
Bakery,5,Room,23,30,59,10.3
Cooked,1,Freezer,0,38,63,7.63
Packaged,2,Room,8,12,55,46.82
Cooked,2,Freezer,12,14,82,7.88
Packaged,4,Fridge,14,39,90,26.69
Packaged,10,Fridge,1,29,30,58.33
Packaged,5,Fridge,17,10,90,44.41
Packaged,8,Fridge,8,29,45,40.4
Cooked,10,Freezer,16,22,73,7.3
Bakery,2,Room,23,20,90,11.07
Cooked,2,Freezer,10,10,72,12.6
Packaged,5,Fridge,10,37,39,48.24
Bakery,1,Room,6,21,81,13.31
Cooked,6,Room,6,25,78,3.61
Bakery,1,Fridge,14,25,54,31.84
Packaged,5,Freezer,9,22,85,47.71
Bakery,1,Room,3,8,65,16.07
Packaged,1,Freezer,4,39,88,30.93
Packaged,3,Room,20,19,62,32.25
Bakery,3,Room,12,14,32,24.05
Packaged,8,Room,8,25,87,18.33
Cooked,4,Fridge,13,24,40,11.0
Cooked,8,Fridge,0,5,48,7.75
Packaged,9,Room,4,40,74,16.94
Packaged,7,Room,2,16,80,26.41
Bakery,10,Fridge,0,23,72,21.35
Bakery,1,Room,1,34,68,8.49
Cooked,7,Fridge,13,6,33,9.44
Packaged,9,Room,4,34,35,22.12
Packaged,3,Freezer,6,13,66,79.3
Packaged,2,Fridge,11,10,38,61.12
Bakery,6,Freezer,0,36,77,19.55
Bakery,5,Room,9,29,76,10.63
Bakery,3,Freezer,4,33,56,32.21
Packaged,7,Fridge,0,11,69,38.69
Cooked,6,Room,15,18,76,4.38
Cooked,4,Fridge,11,40,56,4.28
Bakery,3,Freezer,5,25,78,24.9
Packaged,8,Room,21,16,55,37.24
Cooked,7,Freezer,13,29,89,6.92
Packaged,3,Fridge,4,22,34,76.23
Packaged,7,Fridge,17,33,62,32.21
Bakery,5,Freezer,15,34,83,13.56
Cooked,1,Freezer,20,18,53,10.12
Bakery,9,Room,9,37,66,8.65
Bakery,3,Room,7,25,85,10.04
Cooked,1,Fridge,9,31,86,4.68
Bakery,3,Freezer,3,14,35,48.39
Packaged,5,Fridge,19,27,40,49.05
Packaged,1,Room,12,22,81,21.93
Cooked,2,Room,21,36,79,2.6
Packaged,9,Room,4,34,45,18.19
Packaged,4,Fridge,9,19,51,65.12
Bakery,9,Freezer,5,9,63,37.27
Packaged,9,Fridge,0,30,55,30.79
Cooked,2,Fridge,3,7,41,8.57
Bakery,4,Fridge,21,22,35,34.55
Cooked,1,Room,3,30,33,4.34
Packaged,7,Freezer,0,20,61,50.62
Packaged,9,Freezer,12,8,33,101.86
Cooked,4,Freezer,3,33,65,8.47
Packaged,1,Freezer,2,10,81,55.3
Cooked,5,Room,15,12,45,4.71
Packaged,2,Fridge,18,34,78,32.42
Bakery,2,Room,20,29,86,13.5
Bakery,10,Freezer,1,37,46,19.36
Packaged,8,Fridge,16,26,85,30.43
Cooked,2,Freezer,2,18,58,13.16
Bakery,3,Freezer,22,12,31,51.55
Cooked,9,Freezer,21,33,63,7.44
Bakery,8,Room,19,8,75,15.03
Cooked,2,Fridge,13,6,65,10.62
Cooked,8,Freezer,4,13,87,6.96
Packaged,7,Freezer,8,35,61,45.9
Packaged,8,Room,10,19,32,44.58
Bakery,2,Freezer,0,16,81,25.99
Cooked,9,Freezer,11,27,59,14.21
Packaged,1,Room,5,21,72,33.9
Cooked,4,Room,12,16,40,8.52
Cooked,10,Fridge,1,29,68,6.81
Bakery,6,Freezer,14,21,55,38.7
Cooked,8,Fridge,21,27,34,9.1
Packaged,4,Room,18,28,74,31.0
Cooked,6,Room,1,12,83,3.83
Bakery,7,Room,2,5,60,20.71
Cooked,6,Room,1,38,79,2.56
Cooked,4,Fridge,22,12,69,7.98
Cooked,3,Freezer,9,39,84,4.94
Cooked,1,Room,0,24,88,2.84
Bakery,2,Freezer,0,25,84,21.96
Cooked,6,Room,2,29,60,5.01
Packaged,7,Freezer,22,23,55,80.13
Cooked,10,Room,10,19,49,6.06
Cooked,6,Room,0,12,86,4.79
Bakery,5,Fridge,4,36,62,15.98
Packaged,2,Fridge,10,35,45,38.99
Bakery,2,Freezer,4,39,79,17.46
Bakery,6,Fridge,3,13,44,29.41
Packaged,9,Fridge,3,26,53,43.98
Bakery,1,Freezer,21,34,40,23.99
Bakery,3,Room,9,23,57,19.16
Bakery,7,Fridge,14,34,39,16.12
Cooked,2,Fridge,0,34,43,4.32
Packaged,2,Fridge,11,29,81,32.11
Packaged,9,Fridge,20,19,60,47.71
Cooked,2,Room,15,25,49,7.68
Packaged,3,Room,14,23,82,19.3
Bakery,6,Freezer,22,34,72,17.32
Cooked,10,Room,5,26,46,6.02
Bakery,9,Freezer,12,14,87,25.05
Packaged,5,Freezer,1,33,56,51.89
Cooked,8,Room,20,29,73,3.4
Bakery,4,Room,10,18,76,15.9
Bakery,7,Fridge,22,13,52,29.07
Cooked,7,Freezer,23,37,83,5.29
Cooked,1,Fridge,8,38,88,5.21
Bakery,4,Freezer,5,8,74,37.25
Bakery,5,Room,0,27,80,8.54
Packaged,3,Freezer,15,17,66,70.11
Cooked,10,Fridge,14,32,90,2.92
Cooked,4,Fridge,21,25,56,8.18
Packaged,9,Fridge,19,34,61,29.54
Bakery,3,Fridge,13,9,67,30.38
Cooked,9,Room,8,14,84,3.05
Cooked,3,Fridge,14,18,41,6.98
Cooked,3,Room,15,11,36,9.29
Bakery,8,Fridge,13,12,61,18.04
Cooked,5,Room,5,39,53,2.89
Bakery,7,Freezer,18,40,44,19.65
Cooked,7,Room,18,5,43,7.66
Cooked,1,Room,5,31,66,3.96
Cooked,5,Room,5,30,47,3.87
Cooked,7,Room,17,6,85,3.37
Bakery,4,Room,2,30,89,6.65
Cooked,1,Fridge,1,23,67,5.67
Cooked,8,Fridge,5,21,88,4.39
Packaged,2,Room,14,15,66,30.5
Bakery,4,Fridge,17,5,64,24.03
Packaged,7,Room,10,21,33,34.74
Bakery,10,Freezer,17,25,36,43.96
Cooked,10,Freezer,7,13,59,14.63
Bakery,9,Room,2,15,87,12.01
Bakery,6,Room,20,8,49,26.78
Packaged,1,Fridge,4,32,75,30.03
Bakery,6,Freezer,5,34,85,13.96
Packaged,6,Fridge,6,36,46,37.6
Packaged,6,Freezer,0,33,76,33.64
Packaged,5,Fridge,0,31,77,29.08
Bakery,1,Fridge,5,7,64,22.47
Packaged,10,Room,5,7,40,37.63
Cooked,5,Fridge,7,7,47,9.43
Packaged,10,Room,7,16,87,20.56
Cooked,4,Room,5,5,40,6.32
Cooked,3,Room,11,26,52,7.08
Cooked,10,Room,23,19,51,5.02
Packaged,1,Freezer,7,30,67,45.59
Packaged,5,Freezer,22,18,69,61.6
Cooked,3,Room,9,20,55,7.33
Packaged,3,Fridge,0,39,31,42.36
Packaged,9,Freezer,20,19,37,83.76
Bakery,2,Fridge,5,8,58,39.76
Packaged,6,Fridge,19,13,90,31.47
Cooked,8,Room,12,17,34,7.19
Bakery,6,Freezer,8,15,34,58.71
Bakery,10,Room,8,10,66,12.22
Bakery,10,Fridge,3,13,41,25.17
Cooked,4,Freezer,3,35,53,7.13
Bakery,7,Room,8,35,50,9.53
Packaged,7,Freezer,8,29,36,102.69
Cooked,1,Freezer,19,32,37,10.55
Cooked,1,Room,18,15,72,6.31
Packaged,6,Fridge,4,22,33,53.83
Packaged,2,Room,11,19,85,25.36
Cooked,2,Fridge,8,18,76,9.49
Cooked,2,Freezer,9,20,72,12.57
Packaged,8,Fridge,18,34,70,23.72
Bakery,3,Freezer,11,21,85,20.55
Cooked,9,Freezer,7,21,70,10.95
Bakery,9,Freezer,3,16,77,37.5
Cooked,9,Fridge,15,36,32,6.24
Packaged,10,Fridge,6,18,86,31.94
Cooked,10,Freezer,17,32,52,5.73
Packaged,3,Room,10,34,75,20.4
Bakery,5,Fridge,1,38,51,18.54
Bakery,9,Freezer,16,17,83,28.32
Cooked,7,Fridge,22,35,38,6.34
Cooked,9,Room,8,30,60,2.18
Packaged,6,Room,9,18,85,28.37
Bakery,6,Freezer,2,30,40,25.85
Cooked,6,Room,0,11,64,3.96
Packaged,7,Freezer,5,24,58,64.15
Bakery,10,Room,8,16,71,11.03
Cooked,4,Room,8,10,48,6.79
Cooked,1,Freezer,0,31,55,7.1
Packaged,1,Fridge,4,31,55,31.03
Bakery,10,Room,11,32,42,9.21
Bakery,1,Fridge,0,19,69,19.84
Packaged,10,Room,7,20,53,35.23
Packaged,3,Freezer,4,15,49,102.8
Cooked,10,Room,7,29,84,2.22
Cooked,1,Fridge,16,14,59,10.1
Cooked,7,Fridge,8,30,37,8.68
Packaged,1,Fridge,15,32,85,21.48
Bakery,9,Room,22,27,30,14.65
Bakery,8,Room,5,17,47,17.6
Bakery,3,Fridge,7,12,43,36.02
Cooked,2,Fridge,0,21,48,9.97
Bakery,3,Fridge,6,11,54,27.66
Bakery,4,Room,14,16,59,19.2
Bakery,6,Freezer,15,31,87,19.45
Cooked,4,Fridge,8,23,41,9.16
Cooked,7,Fridge,2,35,50,6.99
Cooked,9,Freezer,14,6,35,22.64
Bakery,10,Freezer,18,17,41,35.26
Cooked,3,Room,9,40,44,3.86
Bakery,2,Fridge,15,15,44,27.02
Bakery,4,Fridge,16,29,66,18.1
Packaged,3,Room,11,23,79,29.06
Packaged,7,Room,4,31,65,19.3
Bakery,8,Freezer,5,17,63,31.12
Packaged,2,Fridge,20,5,30,91.77
Cooked,6,Freezer,20,25,60,11.16
Bakery,2,Room,12,22,45,16.07
Packaged,1,Freezer,1,19,60,75.77
Bakery,7,Freezer,1,24,61,32.72
Packaged,2,Fridge,9,19,59,62.88
Packaged,5,Fridge,6,34,33,41.89
Bakery,9,Room,14,27,86,9.74
Bakery,3,Fridge,21,29,78,18.19
